,Player1,Player2,Player3,Player4,Player5,Team,GP,MP,POSS,DPOSS,DFGM,DFGA,D3PM,D3PA,DFTM,DFTA,DPTS
3941,Alexis Ajinca,Dante Cunningham,Anthony Davis,Tim Frazier,E'Twaun Moore,NOP,2,3.0,6,7,3,6,1,2,1,1,8
3942,Cory Joseph,Kyle Lowry,Lucas Nogueira,Jakob Poeltl,Norman Powell,TOR,1,3.5,6,6,4,7,0,1,0,0,8
3943,Willy Hernangomez,Justin Holiday,Brandon Jennings,Derrick Rose,Lance Thomas,NYK,1,2.6,5,6,2,6,1,4,3,3,8
3944,Wesley Johnson,DeAndre Jordan,Luc Mbah a Moute,Chris Paul,J.J. Redick,LAC,4,3.5,8,7,3,8,2,3,0,0,8
3945,Jimmy Butler,Isaiah Canaan,Taj Gibson,Rajon Rondo,Dwyane Wade,CHI,5,2.7,6,6,3,6,2,3,0,1,8
3946,Tarik Black,Jordan Clarkson,Brandon Ingram,Thomas Robinson,Nick Young,LAL,1,2.9,6,6,3,6,1,3,1,1,8
3947,Alex Abrines,Nick Collison,Jerami Grant,Enes Kanter,Cameron Payne,OKC,1,4.6,8,7,2,6,0,1,4,4,8
3948,Justin Anderson,Dorian Finney-Smith,Wesley Matthews,Dwight Powell,Deron Williams,DAL,2,4.4,7,9,2,6,1,3,3,4,8
3949,LaMarcus Aldridge,Pau Gasol,Manu Ginobili,Tony Parker,Jonathon Simmons,SAS,2,1.7,3,3,3,4,0,1,2,3,8
3950,Michael Carter-Williams,Taj Gibson,Jerian Grant,Dwyane Wade,Paul Zipser,CHI,2,1.2,3,4,3,4,2,2,0,0,8
3951,LaMarcus Aldridge,Bryn Forbes,Pau Gasol,Kawhi Leonard,Patty Mills,SAS,1,2.6,5,6,4,5,0,1,0,0,8
3952,Michael Carter-Williams,Cristiano Felicio,Doug McDermott,Bobby Portis,Dwyane Wade,CHI,2,3.2,6,5,3,6,2,3,0,0,8
3953,Allen Crabbe,Maurice Harkless,C.J. McCollum,Shabazz Napier,Mason Plumlee,POR,2,2.6,5,6,3,4,0,0,2,2,8
3954,Harrison Barnes,Seth Curry,Yogi Ferrell,Dorian Finney-Smith,Wesley Matthews,DAL,4,2.6,7,9,3,9,2,7,0,0,8
3955,Jimmy Butler,Jerian Grant,Robin Lopez,Nikola Mirotic,Denzel Valentine,CHI,3,2.8,4,5,3,6,1,1,1,1,8
3956,Boris Diaw,Joe Ingles,Joe Johnson,Trey Lyles,Shelvin Mack,UTA,2,3.4,6,7,3,5,2,3,0,0,8
3957,Alec Burks,Derrick Favors,Gordon Hayward,Trey Lyles,Shelvin Mack,UTA,2,2.0,4,4,3,4,2,2,0,0,8
3958,Allen Crabbe,Ed Davis,Damian Lillard,Mason Plumlee,Evan Turner,POR,4,2.7,5,5,4,6,0,1,0,0,8
3959,Dante Exum,Gordon Hayward,Joe Ingles,Joe Johnson,Jeff Withey,UTA,2,3.8,8,8,4,8,0,2,0,0,8
3960,Marcin Gortat,Tomas Satoransky,Jason Smith,Marcus Thornton,John Wall,WAS,2,2.8,5,5,3,4,1,2,1,2,8
3961,Lavoy Allen,Monta Ellis,Glenn Robinson,Kevin Seraphin,Joe Young,IND,1,1.6,3,3,3,3,1,1,1,1,8
3962,J.J. Barea,Dorian Finney-Smith,Devin Harris,Salah Mejri,Dirk Nowitzki,DAL,2,5.0,8,9,4,8,0,1,0,0,8
3963,Alec Burks,Boris Diaw,Derrick Favors,Joe Ingles,Joe Johnson,UTA,1,3.0,7,6,3,5,1,2,1,2,8
3964,Ersan Ilyasova,Joffrey Lauvergne,Andre Roberson,Kyle Singler,Russell Westbrook,OKC,1,3.3,8,8,2,3,0,1,4,5,8
3965,Langston Galloway,Buddy Hield,Solomon Hill,Jrue Holiday,Terrence Jones,NOP,3,8.8,18,18,4,18,0,5,0,1,8
3966,Giannis Antetokounmpo,Matthew Dellavedova,Miles Plumlee,Jason Terry,Rashad Vaughn,MIL,2,4.7,9,9,3,10,1,2,1,1,8
3967,Bradley Beal,Trey Burke,Marcin Gortat,Markieff Morris,Otto Porter,WAS,5,2.2,5,6,4,5,0,1,0,0,8
3968,Matt Barnes,Omri Casspi,DeMarcus Cousins,Rudy Gay,Garrett Temple,SAC,2,3.8,8,8,3,7,1,4,1,1,8
3969,Trevor Booker,Spencer Dinwiddie,Joe Harris,Rondae Hollis-Jefferson,Caris LeVert,BRK,3,2.5,7,7,3,6,1,4,1,1,8
3970,Cory Joseph,Kyle Lowry,Lucas Nogueira,Norman Powell,Jonas Valanciunas,TOR,4,4.8,9,9,3,6,0,2,2,5,8
3971,Luke Babbitt,Goran Dragic,Josh Richardson,Hassan Whiteside,Derrick Williams,MIA,1,2.9,5,5,4,6,0,2,0,0,8
3972,Ryan Anderson,Trevor Ariza,Sam Dekker,James Harden,Montrezl Harrell,HOU,2,3.4,7,7,3,5,1,1,1,2,8
3973,Luke Babbitt,Goran Dragic,Tyler Johnson,Willie Reed,Okaro White,MIA,2,3.4,5,5,3,4,0,0,2,3,8
3974,Channing Frye,Kyrie Irving,Richard Jefferson,Kyle Korver,DeAndre Liggins,CLE,2,2.2,4,5,4,5,0,0,0,1,8
3975,Trey Burke,Marcin Gortat,Markieff Morris,Otto Porter,John Wall,WAS,3,6.5,16,16,1,15,0,4,6,7,8
3976,Andrew Bogut,Jonathan Gibson,Devin Harris,Wesley Matthews,Dwight Powell,DAL,1,2.1,4,6,3,5,2,2,0,1,8
3977,Arron Afflalo,Willie Cauley-Stein,Darren Collison,DeMarcus Cousins,Rudy Gay,SAC,2,3.2,6,7,3,4,1,1,1,1,8
3978,Alex Abrines,Semaj Christon,Jerami Grant,Enes Kanter,Russell Westbrook,OKC,4,5.2,11,14,2,10,0,5,4,4,8
3979,Goran Dragic,Rodney McGruder,Willie Reed,Dion Waiters,Okaro White,MIA,1,3.5,7,6,3,5,0,0,2,2,8
3980,LaMarcus Aldridge,Pau Gasol,Danny Green,Kawhi Leonard,Dejounte Murray,SAS,2,2.5,7,5,4,6,0,1,0,0,8
3981,Jimmy Butler,Isaiah Canaan,Cristiano Felicio,Jerian Grant,Bobby Portis,CHI,1,5.9,11,11,3,10,1,4,1,1,8
3982,Goran Dragic,Tyler Johnson,Josh McRoberts,Hassan Whiteside,Justise Winslow,MIA,3,7.1,14,14,3,11,1,5,1,1,8
3983,Tarik Black,Jordan Clarkson,Luol Deng,Larry Nance Jr.,Nick Young,LAL,1,3.6,7,7,4,8,0,2,0,0,8
3984,Robert Covington,Joel Embiid,Jahlil Okafor,Sergio Rodriguez,Nik Stauskas,PHI,1,2.4,5,5,3,6,1,1,1,1,8
3985,Aron Baynes,Reggie Bullock,Tobias Harris,Marcus Morris,Ish Smith,DET,1,5.1,11,10,4,12,0,4,0,0,8
3986,Anthony Brown,Anthony Davis,Buddy Hield,Solomon Hill,Jrue Holiday,NOP,1,2.7,6,7,2,6,1,2,3,6,8
3987,Seth Curry,Yogi Ferrell,Salah Mejri,Dirk Nowitzki,Deron Williams,DAL,1,1.7,3,4,3,3,0,0,2,2,8
3988,Ersan Ilyasova,Nerlens Noel,Chasson Randle,Dario Saric,Nik Stauskas,PHI,1,2.1,6,6,3,4,0,1,2,2,8
3989,Ian Clark,Draymond Green,Andre Iguodala,James Michael McAdoo,Briante Weber,GSW,1,3.6,7,7,3,3,2,2,0,0,8
3990,Kentavious Caldwell-Pope,Stanley Johnson,Boban Marjanovic,Marcus Morris,Ish Smith,DET,2,5.2,10,9,2,5,1,1,3,4,8
3991,Matt Barnes,Omri Casspi,DeMarcus Cousins,Ben McLemore,Garrett Temple,SAC,1,1.5,2,3,3,3,2,2,0,0,8
3992,Alexis Ajinca,Anthony Brown,Anthony Davis,Langston Galloway,Buddy Hield,NOP,2,2.3,5,6,3,5,1,2,1,1,8
3993,Avery Bradley,Jae Crowder,Jonas Jerebko,Kelly Olynyk,Isaiah Thomas,BOS,3,3.6,7,5,2,3,1,1,3,3,8
3994,Tim Hardaway,Kyle Korver,Mike Muscala,Dennis Schroder,Mike Scott,ATL,1,1.7,4,3,3,3,2,2,0,0,8
3995,Ian Clark,Stephen Curry,Draymond Green,Shaun Livingston,Kevon Looney,GSW,1,2.8,5,5,3,6,2,3,0,0,8
3996,Arron Afflalo,Rudy Gay,Kosta Koufos,Ty Lawson,Anthony Tolliver,SAC,2,3.4,8,8,4,7,0,0,0,0,8
3997,DeMar DeRozan,Norman Powell,Terrence Ross,Pascal Siakam,Fred VanVleet,TOR,1,2.1,5,5,3,5,2,3,0,0,8
3998,Tim Hardaway,Paul Millsap,Mike Muscala,Taurean Waller-Prince,Dennis Schroder,ATL,2,3.6,6,6,3,7,1,3,1,1,8
3999,Harrison Barnes,Yogi Ferrell,Dorian Finney-Smith,Devin Harris,Wesley Matthews,DAL,1,0.8,3,4,4,4,0,0,0,0,8
4000,Jamal Crawford,Wesley Johnson,DeAndre Jordan,Luc Mbah a Moute,Chris Paul,LAC,3,2.4,4,5,3,3,0,0,2,3,8
4001,Boris Diaw,Dante Exum,Rodney Hood,Joe Ingles,Trey Lyles,UTA,2,3.2,6,6,2,5,0,1,4,4,8
4002,Trey Burke,Andrew Nicholson,Tomas Satoransky,Jason Smith,Marcus Thornton,WAS,2,5.5,10,11,3,9,0,3,2,3,8
4003,Jamal Crawford,Raymond Felton,Luc Mbah a Moute,J.J. Redick,Marreese Speights,LAC,3,2.8,6,6,4,7,0,1,0,0,8
4004,Mike Dunleavy,Kay Felder,Channing Frye,Kyrie Irving,Iman Shumpert,CLE,1,2.4,5,5,3,6,2,3,0,0,8
4005,Kyrie Irving,Kevin Love,Jordan McRae,Iman Shumpert,Tristan Thompson,CLE,1,3.2,7,8,3,6,1,2,1,2,8
4006,Ian Clark,Stephen Curry,Draymond Green,Shaun Livingston,Kevon Looney,GSW,1,2.8,5,5,3,6,2,3,0,0,8
4007,Arron Afflalo,Rudy Gay,Kosta Koufos,Ty Lawson,Anthony Tolliver,SAC,2,3.4,8,8,4,7,0,0,0,0,8
4008,DeMar DeRozan,Norman Powell,Terrence Ross,Pascal Siakam,Fred VanVleet,TOR,1,2.1,5,5,3,5,2,3,0,0,8
4009,Tim Hardaway,Paul Millsap,Mike Muscala,Taurean Waller-Prince,Dennis Schroder,ATL,2,3.6,6,6,3,7,1,3,1,1,8
4010,Harrison Barnes,Yogi Ferrell,Dorian Finney-Smith,Devin Harris,Wesley Matthews,DAL,1,0.8,3,4,4,4,0,0,0,0,8
4011,Goran Dragic,Tyler Johnson,Willie Reed,Dion Waiters,Justise Winslow,MIA,1,3.1,6,6,2,4,1,1,3,4,8
4012,Allen Crabbe,Jake Layman,Meyers Leonard,Damian Lillard,Evan Turner,POR,1,3.2,6,6,2,4,0,2,4,4,8
4013,Quincy Acy,Rondae Hollis-Jefferson,Sean Kilpatrick,Caris LeVert,Isaiah Whitehead,BRK,2,4.8,9,8,3,6,0,2,2,3,8
4014,Kyrie Irving,LeBron James,Richard Jefferson,James Jones,J.R. Smith,CLE,1,2.4,5,5,1,3,0,1,6,6,8
4015,Ian Clark,Damian Jones,James Michael McAdoo,Patrick McCaw,Briante Weber,GSW,1,3.2,7,7,4,4,0,0,0,2,8
4016,Anthony Davis,Tyreke Evans,Langston Galloway,Solomon Hill,Jrue Holiday,NOP,1,2.1,5,5,3,4,1,1,1,2,8
4017,LaMarcus Aldridge,Dewayne Dedmon,Nicolas Laprovittola,Kawhi Leonard,Jonathon Simmons,SAS,3,4.8,9,8,4,8,0,0,0,0,8
4018,Leandro Barbosa,Eric Bledsoe,Tyson Chandler,P.J. Tucker,T.J. Warren,PHO,4,2.6,4,6,3,5,1,1,1,1,8
4019,Semaj Christon,Jerami Grant,Joffrey Lauvergne,Cameron Payne,Kyle Singler,OKC,1,6.0,13,13,3,8,1,3,1,1,8
4020,Ian Clark,Andre Iguodala,Shaun Livingston,Kevon Looney,Patrick McCaw,GSW,2,3.5,6,5,3,5,1,1,1,1,8
4021,Justin Holiday,Brandon Jennings,Courtney Lee,Joakim Noah,Kristaps Porzingis,NYK,3,4.2,6,9,3,8,1,2,1,1,8
4022,Ron Baker,Willy Hernangomez,Brandon Jennings,Mindaugas Kuzminskas,Sasha Vujacic,NYK,2,2.4,6,6,4,6,0,1,0,2,8
4023,Kent Bazemore,Malcolm Delaney,Kris Humphries,Kyle Korver,Mike Muscala,ATL,3,3.1,4,4,3,5,2,4,0,0,8
4024,Trevor Booker,Joe Harris,Rondae Hollis-Jefferson,Jeremy Lin,Luis Scola,BRK,1,2.1,4,4,3,4,1,2,1,1,8
4025,Tony Allen,Deyonta Davis,James Ennis,Andrew Harrison,Jarell Martin,MEM,1,3.1,6,6,2,4,0,2,4,6,8
4026,Carmelo Anthony,Ron Baker,Justin Holiday,Brandon Jennings,Lance Thomas,NYK,1,1.5,4,3,3,3,2,2,0,0,8
4027,Bojan Bogdanovic,Randy Foye,Joe Harris,Sean Kilpatrick,Brook Lopez,BRK,3,1.4,6,6,0,0,0,0,8,11,8
4028,Channing Frye,DeAndre Liggins,Jordan McRae,J.R. Smith,Tristan Thompson,CLE,1,2.5,4,5,4,6,0,0,0,1,8
4029,Wayne Ellington,James Johnson,Tyler Johnson,Hassan Whiteside,Justise Winslow,MIA,1,2.1,4,4,3,4,2,2,0,0,8
4030,Rudy Gobert,George Hill,Joe Ingles,Joe Johnson,Trey Lyles,UTA,6,8.1,14,16,4,14,0,3,0,0,8
4031,Wayne Ellington,James Johnson,Tyler Johnson,Rodney McGruder,Josh Richardson,MIA,3,3.3,8,8,1,3,0,1,6,6,8
4032,Pat Connaughton,Allen Crabbe,Ed Davis,Meyers Leonard,Damian Lillard,POR,1,2.4,4,3,3,3,1,1,1,1,8
4033,Jamal Crawford,Raymond Felton,Wesley Johnson,Austin Rivers,Diamond Stone,LAC,1,3.6,8,9,2,4,1,1,3,3,8
4034,Andre Drummond,Darrun Hilliard,Jon Leuer,Marcus Morris,Ish Smith,DET,5,4.0,7,9,3,7,0,1,2,3,8
4035,Trevor Booker,Spencer Dinwiddie,Randy Foye,Justin Hamilton,Joe Harris,BRK,1,3.1,6,5,4,6,0,0,0,0,8
4036,Malcolm Brogdon,Greg Monroe,Jabari Parker,Tony Snell,Jason Terry,MIL,3,2.8,6,6,3,3,2,2,0,0,8
4037,Jimmy Butler,Isaiah Canaan,Robin Lopez,Bobby Portis,Denzel Valentine,CHI,1,3.3,7,7,4,7,0,0,0,1,8
4038,Justin Anderson,Harrison Barnes,Andrew Bogut,Seth Curry,Devin Harris,DAL,4,4.7,11,11,3,7,0,3,2,3,8
4039,Jaylen Brown,Jae Crowder,Jordan Mickey,Marcus Smart,Isaiah Thomas,BOS,1,2.2,6,5,2,3,2,2,2,3,8
4040,Jose Calderon,Jordan Clarkson,Luol Deng,Julius Randle,Thomas Robinson,LAL,1,2.4,5,5,3,4,0,0,2,2,8
4041,Aron Baynes,Kentavious Caldwell-Pope,Stanley Johnson,Jon Leuer,Ish Smith,DET,2,4.6,8,9,3,11,0,5,2,3,8
4042,Semaj Christon,Joffrey Lauvergne,Anthony Morrow,Andre Roberson,Domantas Sabonis,OKC,3,4.2,6,8,3,8,2,5,0,0,8
4043,Taj Gibson,Jerian Grant,Robin Lopez,Rajon Rondo,Paul Zipser,CHI,2,3.8,7,8,3,8,1,3,1,2,8
4044,Jerami Grant,Richaun Holmes,Sergio Rodriguez,Nik Stauskas,Hollis Thompson,PHI,1,3.3,7,8,2,5,1,2,3,3,8
4045,Alex Abrines,Semaj Christon,Nick Collison,Domantas Sabonis,Kyle Singler,OKC,1,6.2,14,14,2,11,0,5,4,6,8
4046,Omri Casspi,Darren Collison,DeMarcus Cousins,Rudy Gay,Anthony Tolliver,SAC,1,2.5,5,4,3,3,2,2,0,0,8
4047,Justin Holiday,Brandon Jennings,Joakim Noah,Kristaps Porzingis,Lance Thomas,NYK,3,6.5,12,13,3,13,1,6,1,1,8
4048,Jerami Grant,Enes Kanter,Joffrey Lauvergne,Anthony Morrow,Russell Westbrook,OKC,3,2.7,5,5,3,4,0,0,2,2,8
4049,Metta World Peace,Jose Calderon,Luol Deng,Timofey Mozgov,Nick Young,LAL,1,2.0,4,4,2,2,1,1,3,4,8
4050,Avery Bradley,Jaylen Brown,Jae Crowder,Al Horford,Terry Rozier,BOS,2,3.2,6,7,3,5,2,3,0,0,8
4051,Justin Hamilton,Joe Harris,Rondae Hollis-Jefferson,Luis Scola,Isaiah Whitehead,BRK,2,3.0,8,7,3,6,0,1,2,2,8
4052,Alex Abrines,Steven Adams,Anthony Morrow,Domantas Sabonis,Russell Westbrook,OKC,3,3.5,7,6,2,3,0,0,4,4,8
4053,Boris Diaw,Rodney Hood,Joe Johnson,Trey Lyles,Shelvin Mack,UTA,2,4.7,11,10,3,8,0,2,2,3,8
4054,Bradley Beal,Marcin Gortat,Otto Porter,Tomas Satoransky,Marcus Thornton,WAS,3,6.8,16,13,2,10,1,2,3,4,8
4055,Matt Barnes,Willie Cauley-Stein,Ty Lawson,Malachi Richardson,Garrett Temple,SAC,1,2.7,5,4,2,3,2,3,2,2,8
4056,Alexis Ajinca,Cheick Diallo,Tim Frazier,Langston Galloway,Reggie Williams,NOP,1,3.9,9,9,3,6,2,4,0,0,8
4057,Jordan Clarkson,Brandon Ingram,Thomas Robinson,D'Angelo Russell,Nick Young,LAL,4,2.4,5,5,3,5,1,1,1,1,8
4058,Davis Bertans,Bryn Forbes,Nicolas Laprovittola,David Lee,Dejounte Murray,SAS,1,1.6,3,3,3,4,1,1,1,1,8
4059,Lavoy Allen,Aaron Brooks,Georges Niang,Kevin Seraphin,Joe Young,IND,1,3.1,5,5,3,4,2,2,0,2,8
4060,Kay Felder,Channing Frye,James Jones,DeAndre Liggins,Jordan McRae,CLE,1,2.0,4,4,3,3,0,0,2,2,8
4061,J.J. Barea,Harrison Barnes,Seth Curry,Dorian Finney-Smith,Salah Mejri,DAL,2,5.8,12,11,3,11,1,5,1,1,8
4062,Carmelo Anthony,Courtney Lee,Maurice Ndour,Kyle O'Quinn,Derrick Rose,NYK,1,3.2,7,7,3,5,0,0,2,2,8
4063,Goran Dragic,Wayne Ellington,Udonis Haslem,James Johnson,Okaro White,MIA,1,4.7,9,9,4,10,0,3,0,0,8
4064,Vince Carter,Mike Conley,James Ennis,JaMychal Green,Jarell Martin,MEM,2,1.5,4,4,1,2,0,0,6,6,8
4065,Wayne Ellington,Udonis Haslem,James Johnson,Tyler Johnson,Rodney McGruder,MIA,2,3.0,6,6,3,5,0,0,2,2,8
4066,Cheick Diallo,Tim Frazier,Langston Galloway,Jrue Holiday,Terrence Jones,NOP,1,2.7,6,5,3,4,2,3,0,0,8
4067,Stephen Curry,Kevin Durant,Kevon Looney,JaVale McGee,Klay Thompson,GSW,3,3.6,7,8,4,9,0,1,0,0,8
4068,Willie Cauley-Stein,Skal Labissiere,Ben McLemore,Malachi Richardson,Garrett Temple,SAC,1,5.9,12,11,3,11,2,3,0,0,8
4069,Robert Covington,Richaun Holmes,Ersan Ilyasova,T.J. McConnell,Dario Saric,PHI,1,4.0,8,8,3,7,1,1,1,2,8
4070,Maurice Harkless,Meyers Leonard,Damian Lillard,C.J. McCollum,Evan Turner,POR,4,3.7,10,10,3,8,0,2,2,3,8
4071,Wade Baldwin,Mike Conley,James Ennis,Marc Gasol,JaMychal Green,MEM,2,2.7,6,6,4,7,0,0,0,0,8
4072,Justin Anderson,J.J. Barea,Wesley Matthews,Salah Mejri,Dwight Powell,DAL,1,2.8,5,6,3,7,2,5,0,0,8
4073,Isaiah Canaan,Nikola Mirotic,Bobby Portis,Rajon Rondo,Denzel Valentine,CHI,1,4.3,9,8,3,6,1,2,1,2,8
4074,Aron Baynes,Kentavious Caldwell-Pope,Andre Drummond,Tobias Harris,Reggie Jackson,DET,5,4.0,7,6,2,4,2,2,2,4,8
4075,Semaj Christon,Jerami Grant,Victor Oladipo,Andre Roberson,Russell Westbrook,OKC,4,3.4,8,11,4,12,0,7,0,0,8
4076,Brandon Ingram,Julius Randle,Thomas Robinson,Lou Williams,Nick Young,LAL,1,1.7,3,3,3,3,1,1,1,1,8
4077,Malcolm Delaney,Mike Dunleavy,Tim Hardaway,Dwight Howard,Thabo Sefolosha,ATL,2,7.4,13,13,3,8,1,4,1,2,8
4078,Jakob Poeltl,Norman Powell,Terrence Ross,Pascal Siakam,Fred VanVleet,TOR,5,3.5,7,7,3,5,1,2,1,1,8
4079,Omri Casspi,Willie Cauley-Stein,DeMarcus Cousins,Ty Lawson,Garrett Temple,SAC,1,2.7,7,8,3,6,0,0,2,2,8
4080,Giannis Antetokounmpo,Michael Beasley,Matthew Dellavedova,Miles Plumlee,Jason Terry,MIL,1,4.1,9,9,2,9,2,4,2,2,8
4081,Kent Bazemore,Malcolm Delaney,Tim Hardaway,Kyle Korver,Mike Muscala,ATL,2,4.7,10,7,3,14,2,3,0,0,8
4082,Eric Bledsoe,Tyson Chandler,Marquese Chriss,P.J. Tucker,T.J. Warren,PHO,3,3.1,7,6,3,6,1,3,1,3,8
4083,Jamal Crawford,DeAndre Jordan,Chris Paul,J.J. Redick,Marreese Speights,LAC,3,3.4,8,9,3,7,0,2,2,2,8
4084,Arron Afflalo,Matt Barnes,Willie Cauley-Stein,Ben McLemore,Anthony Tolliver,SAC,3,6.0,12,12,3,10,1,6,1,3,8
4085,Trevor Booker,Randy Foye,Sean Kilpatrick,Brook Lopez,Isaiah Whitehead,BRK,4,3.0,6,7,3,6,0,1,2,3,8
4086,LaMarcus Aldridge,Davis Bertans,Bryn Forbes,Kawhi Leonard,Patty Mills,SAS,1,3.1,6,5,2,5,0,0,4,6,8
4087,Jaylen Brown,Kelly Olynyk,Marcus Smart,Isaiah Thomas,Tyler Zeller,BOS,2,1.6,4,3,3,3,1,1,1,1,8
4088,Carmelo Anthony,Ron Baker,Willy Hernangomez,Brandon Jennings,Courtney Lee,NYK,3,1.9,3,3,3,3,2,2,0,0,8
4089,Dorian Finney-Smith,Devin Harris,Dirk Nowitzki,Dwight Powell,Deron Williams,DAL,2,3.8,7,6,3,6,2,3,0,0,8
4090,Steven Adams,Victor Oladipo,Cameron Payne,Domantas Sabonis,Russell Westbrook,OKC,1,2.2,4,4,3,4,2,3,0,0,8
4091,Stephen Curry,Draymond Green,Shaun Livingston,Patrick McCaw,David West,GSW,5,7.9,15,13,3,11,1,2,1,2,8
4092,Alex Abrines,Enes Kanter,Anthony Morrow,Cameron Payne,Kyle Singler,OKC,1,3.9,6,7,3,4,1,1,1,2,8
4093,Jimmy Butler,Michael Carter-Williams,Cristiano Felicio,Denzel Valentine,Dwyane Wade,CHI,1,2.4,5,5,3,4,2,3,0,0,8
4094,Anthony Bennett,Justin Hamilton,Joe Harris,Rondae Hollis-Jefferson,Jeremy Lin,BRK,2,2.4,5,6,3,7,2,4,0,0,8
4095,Giannis Antetokounmpo,Matthew Dellavedova,John Henson,Tony Snell,Rashad Vaughn,MIL,1,4.4,8,8,3,7,2,5,0,0,8
4096,Will Barton,Wilson Chandler,Gary Harris,Emmanuel Mudiay,Jusuf Nurkic,DEN,3,2.0,4,6,2,3,0,0,4,4,8
4097,Henry Ellenson,Michael Gbinije,Darrun Hilliard,Stanley Johnson,Boban Marjanovic,DET,1,2.5,6,7,3,8,1,2,1,1,8
4098,Luke Babbitt,James Johnson,Tyler Johnson,Rodney McGruder,Hassan Whiteside,MIA,3,3.8,6,9,3,7,0,1,2,2,8
4099,J.J. Barea,Harrison Barnes,Andrew Bogut,Seth Curry,Dorian Finney-Smith,DAL,2,3.0,6,6,3,8,2,3,0,0,8
4100,Metta World Peace,Jordan Clarkson,Marcelo Huertas,Brandon Ingram,Thomas Robinson,LAL,1,2.6,6,6,3,4,0,0,2,2,8
4101,Kris Dunn,Tyus Jones,Shabazz Muhammad,Karl-Anthony Towns,Andrew Wiggins,MIN,2,5.7,15,14,3,12,0,5,2,2,8
4102,Anthony Davis,Tyreke Evans,Tim Frazier,Terrence Jones,E'Twaun Moore,NOP,1,2.9,6,5,4,5,0,0,0,0,8
4103,Robert Covington,Joel Embiid,T.J. McConnell,Nik Stauskas,Hollis Thompson,PHI,1,2.4,5,5,4,5,0,0,0,0,8
4104,Gerald Henderson,Ersan Ilyasova,T.J. McConnell,Nerlens Noel,Dario Saric,PHI,5,3.2,8,7,3,6,1,3,1,1,8
4105,Jonas Jerebko,Jordan Mickey,Terry Rozier,Marcus Smart,Isaiah Thomas,BOS,2,4.0,8,8,3,5,0,0,2,3,8
4106,Brandon Jennings,Courtney Lee,Maurice Ndour,Kristaps Porzingis,Sasha Vujacic,NYK,1,4.4,7,7,3,7,2,5,0,0,8
4107,Giannis Antetokounmpo,Michael Beasley,Matthew Dellavedova,John Henson,Jason Terry,MIL,4,2.8,7,7,3,5,2,3,0,0,8
4108,Evan Fournier,Jeff Green,Elfrid Payton,Nikola Vucevic,C.J. Watson,ORL,3,4.6,10,10,3,8,2,5,0,0,8
4109,Troy Daniels,Deyonta Davis,JaMychal Green,Andrew Harrison,Troy Williams,MEM,4,8.0,14,13,3,15,0,6,2,5,8
4110,D.J. Augustin,Aaron Gordon,Jeff Green,Jodie Meeks,Nikola Vucevic,ORL,3,4.3,10,9,2,5,0,2,4,5,8
4111,Kent Bazemore,Malcolm Delaney,Tim Hardaway,Dwight Howard,Kris Humphries,ATL,1,2.9,5,6,4,6,0,0,0,0,8
4112,Kay Felder,Channing Frye,Richard Jefferson,Kyle Korver,Jordan McRae,CLE,1,1.7,4,5,3,3,0,0,2,2,8
4113,Steven Adams,Victor Oladipo,Domantas Sabonis,Kyle Singler,Russell Westbrook,OKC,3,3.6,7,9,3,7,0,1,2,3,8
4114,Kris Humphries,Kyle Korver,Mike Muscala,Dennis Schroder,Thabo Sefolosha,ATL,2,3.0,5,6,4,7,0,1,0,0,8
4115,Tyreke Evans,Solomon Hill,Jrue Holiday,Terrence Jones,E'Twaun Moore,NOP,2,5.2,9,9,3,7,1,2,1,1,8
4116,Bradley Beal,Trey Burke,Marcin Gortat,Markieff Morris,John Wall,WAS,4,1.5,3,3,3,3,2,2,0,0,8
4117,Jordan Clarkson,Marcelo Huertas,Brandon Ingram,Julius Randle,Nick Young,LAL,1,3.6,6,5,4,6,0,0,0,0,8
4118,Luke Babbitt,James Johnson,Tyler Johnson,Rodney McGruder,Hassan Whiteside,MIA,3,3.8,6,9,3,7,0,1,2,2,8
4119,J.J. Barea,Harrison Barnes,Andrew Bogut,Seth Curry,Dorian Finney-Smith,DAL,2,3.0,6,6,3,8,2,3,0,0,8
4120,Stephen Curry,Draymond Green,Andre Iguodala,Patrick McCaw,Klay Thompson,GSW,4,3.1,6,6,3,3,1,1,1,1,8
4121,Aron Baynes,Tobias Harris,Reggie Jackson,Stanley Johnson,Marcus Morris,DET,5,4.8,11,11,2,9,0,3,4,5,8
4122,Michael Beasley,Malcolm Brogdon,John Henson,Jabari Parker,Jason Terry,MIL,2,3.1,5,6,3,6,1,2,1,1,8
4123,Anthony Davis,Langston Galloway,Buddy Hield,Jrue Holiday,E'Twaun Moore,NOP,6,1.3,8,5,0,0,0,0,8,8,8
4124,Vince Carter,Mike Conley,Troy Daniels,JaMychal Green,Brandan Wright,MEM,1,2.3,4,4,3,4,0,0,2,2,8
4125,Kyrie Irving,LeBron James,Kyle Korver,Jordan McRae,Iman Shumpert,CLE,1,3.4,7,7,4,8,0,3,0,1,8
4126,Bismack Biyombo,Evan Fournier,Jeff Green,Mario Hezonja,Elfrid Payton,ORL,4,3.9,7,8,3,7,1,2,1,3,8
4127,Michael Beasley,Malcolm Brogdon,Matthew Dellavedova,John Henson,Mirza Teletovic,MIL,1,2.8,7,8,3,5,1,3,1,1,8
